timestamp,symbol,base,market_venue,open,high,low,close,volume,trades,vwap
2022-09-21 00:00:00,BTC,USDT,BINANCE,18874.31,19956.0,18125.98,18461.36,382710.4266700004,6872514,19059.67
2022-09-22 00:00:00,BTC,USDT,BINANCE,18461.36,19550.17,18356.39,19401.63,379321.7211099997,6251862,18991.2
2022-09-23 00:00:00,BTC,USDT,BINANCE,19401.63,19500.0,18531.42,19289.91,385886.91829000064,5906265,18995.95
2022-09-24 00:00:00,BTC,USDT,BINANCE,19288.57,19316.14,18805.34,18920.5,239496.56746000022,3907636,19077.13
2022-09-25 00:00:00,BTC,USDT,BINANCE,18921.99,19180.21,18629.2,18807.38,191191.44920000012,3714450,18960.7
2022-09-26 00:00:00,BTC,USDT,BINANCE,18809.13,19318.96,18680.72,19227.82,439239.21942999924,5837041,19025.94
2022-09-27 00:00:00,BTC,USDT,BINANCE,19226.68,20385.86,18816.32,19079.13,592991.8836599995,8149336,19731.55
2022-09-28 00:00:00,BTC,USDT,BINANCE,19078.1,19790.0,18471.28,19412.82,521385.4554700004,7357437,19111.37
2022-09-29 00:00:00,BTC,USDT,BINANCE,19412.82,19645.52,18843.01,19591.51,406596.63833,5633433,19360.8
2022-09-30 00:00:00,BTC,USDT,BINANCE,19590.54,20185.0,19155.36,19422.61,444322.9534000005,6254203,19567.11
2022-10-01 00:00:00,BTC,USDT,BINANCE,19422.61,19484.0,19159.42,19310.95,165495.65215999982,2468820,19322.93
2022-10-02 00:00:00,BTC,USDT,BINANCE,19312.24,19395.91,18920.35,19056.8,206812.47032000005,3320217,19199.73
2022-10-03 00:00:00,BTC,USDT,BINANCE,19057.74,19719.1,18959.68,19629.08,293582.96169999987,4471864,19320.09
2022-10-04 00:00:00,BTC,USDT,BINANCE,19629.08,20475.0,19490.6,20337.82,327012.0012700002,4871932,19979.21
2022-10-05 00:00:00,BTC,USDT,BINANCE,20337.82,20365.6,19730.0,20158.26,312239.7522399998,4540004,20098.1
2022-10-06 00:00:00,BTC,USDT,BINANCE,20158.26,20456.6,19853.0,19960.67,319784.6555099999,5080043,20157.56
2022-10-07 00:00:00,BTC,USDT,BINANCE,19960.67,20068.82,19320.0,19530.09,220874.8391299998,4324772,19711.87
2022-10-08 00:00:00,BTC,USDT,BINANCE,19530.09,19627.38,19237.14,19417.96,102266.64496999998,2632829,19476.38
2022-10-09 00:00:00,BTC,USDT,BINANCE,19416.52,19558.0,19316.04,19439.02,113884.75736999989,2833050,19446.61
2022-10-10 00:00:00,BTC,USDT,BINANCE,19439.96,19525.0,19020.25,19131.87,212329.11115000007,4428849,19301.69
2022-10-11 00:00:00,BTC,USDT,BINANCE,19131.87,19268.09,18860.0,19060.0,243295.0028299999,4787737,19069.12
2022-10-12 00:00:00,BTC,USDT,BINANCE,19060.0,19238.31,18965.88,19155.53,213453.31754000002,4548656,19113.01
2022-10-13 00:00:00,BTC,USDT,BINANCE,19155.1,19513.79,18190.0,19375.13,399254.84726,7462743,18898.79
2022-10-14 00:00:00,BTC,USDT,BINANCE,19375.58,19951.87,19070.37,19176.93,351634.3260099997,6688310,19559.22
2022-10-15 00:00:00,BTC,USDT,BINANCE,19176.93,19227.68,18975.18,19069.39,113804.81933999997,3050600,19133.82
2022-10-16 00:00:00,BTC,USDT,BINANCE,19068.4,19425.84,19063.74,19262.98,131673.99538999985,3433811,19193.87
2022-10-17 00:00:00,BTC,USDT,BINANCE,19262.98,19676.96,19152.03,19549.86,222725.6008999999,5160371,19440.48
2022-10-18 00:00:00,BTC,USDT,BINANCE,19548.48,19706.66,19091.0,19327.44,259171.12116000013,5562027,19460.57
2022-10-19 00:00:00,BTC,USDT,BINANCE,19327.44,19360.16,19065.97,19123.97,185927.18498000025,4540046,19206.53
2022-10-20 00:00:00,BTC,USDT,BINANCE,19123.35,19347.82,18900.0,19041.92,223357.39819999988,5386073,19129.82
2022-10-21 00:00:00,BTC,USDT,BINANCE,19041.92,19250.0,18650.0,19164.37,269310.75769,5679281,19036.03
2022-10-22 00:00:00,BTC,USDT,BINANCE,19164.37,19257.0,19112.72,19204.35,110256.69505000024,2883318,19178.49
2022-10-23 00:00:00,BTC,USDT,BINANCE,19204.29,19695.0,19070.11,19570.4,167057.20184000008,3939703,19354.77
2022-10-24 00:00:00,BTC,USDT,BINANCE,19570.4,19601.15,19157.0,19329.72,256045.6319899999,5674027,19351.1
2022-10-25 00:00:00,BTC,USDT,BINANCE,19330.6,20415.87,19237.0,20080.07,324426.56195000035,7177188,19774.75
2022-10-26 00:00:00,BTC,USDT,BINANCE,20079.02,21020.0,20050.41,20771.59,380366.1675699996,8508438,20588.3
2022-10-27 00:00:00,BTC,USDT,BINANCE,20771.61,20872.21,20200.0,20295.11,328506.17316000006,7744664,20603.7
2022-10-28 00:00:00,BTC,USDT,BINANCE,20295.11,20750.0,20000.09,20591.84,287039.94568999956,6638096,20379.41
2022-10-29 00:00:00,BTC,USDT,BINANCE,20591.84,21085.0,20554.01,20809.67,254661.9659899999,6251296,20805.99
2022-10-30 00:00:00,BTC,USDT,BINANCE,20809.68,20931.21,20515.0,20627.48,192468.09531999996,4914282,20718.52
2022-10-31 00:00:00,BTC,USDT,BINANCE,20627.48,20845.92,20237.95,20490.74,303538.80393000034,6570404,20510.44
2022-11-01 00:00:00,BTC,USDT,BINANCE,20490.74,20700.0,20330.74,20483.62,279932.43770999997,5971938,20505.21
2022-11-02 00:00:00,BTC,USDT,BINANCE,20482.81,20800.0,20048.04,20151.84,373601.0307099999,7429043,20425.49
2022-11-03 00:00:00,BTC,USDT,BINANCE,20151.84,20393.32,20031.24,20207.82,319056.8759699998,6944775,20244.1
2022-11-04 00:00:00,BTC,USDT,BINANCE,20207.12,21302.05,20180.96,21148.52,453022.4376899996,9234168,20740.88
2022-11-05 00:00:00,BTC,USDT,BINANCE,21148.52,21480.65,21080.65,21299.37,245512.55873000005,5567614,21335.15
2022-11-06 00:00:00,BTC,USDT,BINANCE,21299.37,21365.27,20886.13,20905.58,229861.34043000016,5264402,21203.04
2022-11-07 00:00:00,BTC,USDT,BINANCE,20905.58,21069.77,20384.89,20591.13,386590.0929600002,8335089,20763.67
2022-11-08 00:00:00,BTC,USDT,BINANCE,20590.67,20700.88,17217.05,18547.23,748997.1145000007,14359523,19428.66
2022-11-09 00:00:00,BTC,USDT,BINANCE,18545.38,18587.76,15588.0,15922.81,731315.0611690009,13593205,17402.06
2022-11-10 00:00:00,BTC,USDT,BINANCE,15922.68,18199.0,15754.26,17601.15,605215.6634400011,12673616,16964.76
2022-11-11 00:00:00,BTC,USDT,BINANCE,17602.45,17695.0,16361.6,17070.31,393371.96402999957,9895954,17088.14
2022-11-12 00:00:00,BTC,USDT,BINANCE,17069.98,17119.1,16631.39,16812.08,167563.75447000028,5040741,16850.86
2022-11-13 00:00:00,BTC,USDT,BINANCE,16813.16,16954.28,16229.0,16329.85,184900.24546999985,5380180,16620.74
2022-11-14 00:00:00,BTC,USDT,BINANCE,16331.78,17190.0,15815.21,16619.46,379801.1181099996,9204087,16500.53
2022-11-15 00:00:00,BTC,USDT,BINANCE,16617.72,17134.69,16527.72,16900.57,282461.8439100003,7200265,16846.21
2022-11-16 00:00:00,BTC,USDT,BINANCE,16900.57,17015.92,16378.61,16662.76,261390.16088999997,6294160,16683.1
2022-11-17 00:00:00,BTC,USDT,BINANCE,16661.61,16751.0,16410.74,16692.56,227778.6504499999,5347315,16599.05
2022-11-18 00:00:00,BTC,USDT,BINANCE,16692.56,17011.0,16546.04,16700.45,214224.1818399998,5114799,16751.09
2022-11-19 00:00:00,BTC,USDT,BINANCE,16699.43,16822.41,16553.53,16700.68,104963.15558,3142123,16649.83
2022-11-20 00:00:00,BTC,USDT,BINANCE,16700.68,16753.33,16180.0,16280.23,154824.4941699999,4556010,16540.68
2022-11-21 00:00:00,BTC,USDT,BINANCE,16279.5,16319.0,15476.0,15781.29,322712.43265299976,7400526,16009.62
2022-11-22 00:00:00,BTC,USDT,BINANCE,15781.29,16315.0,15616.63,16226.94,239134.19051,6265434,15961.87
2022-11-23 00:00:00,BTC,USDT,BINANCE,16227.96,16706.0,16160.2,16603.11,264359.55278000014,6249517,16487.36
2022-11-24 00:00:00,BTC,USDT,BINANCE,16603.11,16812.63,16458.05,16598.95,206359.20343000008,5027684,16612.97
2022-11-25 00:00:00,BTC,USDT,BINANCE,16599.55,16666.0,16342.81,16522.14,182089.49533000015,4396465,16494.75
2022-11-26 00:00:00,BTC,USDT,BINANCE,16521.35,16701.99,16385.0,16458.57,181804.81665999966,3817130,16567.11
2022-11-27 00:00:00,BTC,USDT,BINANCE,16457.61,16600.0,16401.0,16428.78,162025.47606999995,3362221,16534.63
2022-11-28 00:00:00,BTC,USDT,BINANCE,16428.77,16487.04,15995.27,16212.91,252695.40367000006,5570407,16210.61
2022-11-29 00:00:00,BTC,USDT,BINANCE,16212.18,16548.71,16100.0,16442.53,248106.22490999987,5206621,16414.88
2022-11-30 00:00:00,BTC,USDT,BINANCE,16442.91,17249.0,16428.3,17163.64,303019.8071900002,6519330,16908.97
2022-12-01 00:00:00,BTC,USDT,BINANCE,17165.53,17236.29,17059.58,17115.76,54294.993720000006,1297007,17145.38
2022-12-08 00:00:00,BTC,USDT,BINANCE,17185.09,17279.76,17184.08,17224.1,21103.13592,283500,17223.44
2022-12-09 00:00:00,BTC,USDT,BINANCE,17224.1,17360.0,17058.21,17128.56,238400.12774999964,3387567,17187.71
2022-12-10 00:00:00,BTC,USDT,BINANCE,17128.56,17227.72,17092.0,17127.49,140573.9793700002,2459159,17157.7
2022-12-11 00:00:00,BTC,USDT,BINANCE,17127.49,17270.99,17071.0,17085.05,155286.47871000026,2633158,17153.63
2022-12-12 00:00:00,BTC,USDT,BINANCE,17085.05,17241.89,16871.85,17209.83,226224.16805000004,3614668,16995.33
2022-12-13 00:00:00,BTC,USDT,BINANCE,17208.93,18000.0,17080.14,17774.7,285337.55197000003,5188023,17519.09
2022-12-14 00:00:00,BTC,USDT,BINANCE,17775.82,18387.95,17660.94,17803.15,266681.2220900002,4785482,17922.61
2022-12-15 00:00:00,BTC,USDT,BINANCE,17804.01,17854.82,17275.51,17356.34,223701.9668100001,3973037,17538.59
2022-12-16 00:00:00,BTC,USDT,BINANCE,17356.96,17531.73,16527.32,16632.12,253378.6353900005,4757657,17005.99
2022-12-17 00:00:00,BTC,USDT,BINANCE,16631.5,16796.82,16579.85,16776.52,144825.6668400002,3304917,16694.75
2022-12-18 00:00:00,BTC,USDT,BINANCE,16777.54,16863.26,16663.07,16738.21,112619.31645999981,2766206,16734.8
2022-12-19 00:00:00,BTC,USDT,BINANCE,16739.0,16815.99,16256.3,16438.88,179094.28305,3807062,16645.78
2022-12-20 00:00:00,BTC,USDT,BINANCE,16438.88,17061.27,16397.2,16895.56,248808.17585999984,4756131,16787.44
2022-12-21 00:00:00,BTC,USDT,BINANCE,16896.15,16925.0,16723.0,16824.67,154138.50845000017,3463526,16825.66
2022-12-22 00:00:00,BTC,USDT,BINANCE,16824.68,16868.52,16559.85,16821.43,176044.2244099998,3727906,16755.21
2022-12-23 00:00:00,BTC,USDT,BINANCE,16821.9,16955.14,16731.13,16778.5,161611.95906999998,3623469,16831.64
2022-12-24 00:00:00,BTC,USDT,BINANCE,16778.52,16869.99,16776.62,16836.12,100224.29096000011,2381803,16829.74
2022-12-25 00:00:00,BTC,USDT,BINANCE,16835.73,16857.96,16721.0,16832.11,125441.07201999985,2756326,16811.51
2022-12-26 00:00:00,BTC,USDT,BINANCE,16832.11,16944.52,16791.0,16919.39,124573.31149999994,3042841,16851.07
2022-12-27 00:00:00,BTC,USDT,BINANCE,16919.39,16972.83,16592.37,16706.36,173752.65568999999,3914388,16796.57
2022-12-28 00:00:00,BTC,USDT,BINANCE,16706.06,16785.19,16465.33,16547.31,193038.31676999998,4326177,16633.53
2022-12-29 00:00:00,BTC,USDT,BINANCE,16547.32,16664.41,16488.91,16633.47,160998.47306999998,4097404,16594.35
2022-12-30 00:00:00,BTC,USDT,BINANCE,16633.47,16677.35,16333.0,16607.48,164916.3117399999,4310415,16534.72
2022-12-31 00:00:00,BTC,USDT,BINANCE,16607.48,16644.09,16470.0,16542.4,114490.41469000002,3344369,16569.46
2023-01-01 00:00:00,BTC,USDT,BINANCE,16541.77,16628.0,16499.01,16616.75,96925.41374000006,3218355,16557.02
2023-01-02 00:00:00,BTC,USDT,BINANCE,16617.17,16799.23,16548.7,16672.87,121888.57190999991,4036118,16693.2
2023-01-03 00:00:00,BTC,USDT,BINANCE,16672.78,16778.4,16605.28,16675.18,159540.60408000016,5097538,16690.16
2023-01-04 00:00:00,BTC,USDT,BINANCE,16675.65,16991.87,16652.66,16850.36,220362.18861999988,6310703,16835.08
2023-01-05 00:00:00,BTC,USDT,BINANCE,16850.36,16879.82,16753.0,16831.85,163473.5664100002,4842014,16828.94
2023-01-06 00:00:00,BTC,USDT,BINANCE,16831.85,17041.0,16679.0,16950.65,207401.28414999976,5388661,16828.76
2023-01-07 00:00:00,BTC,USDT,BINANCE,16950.31,16981.91,16908.0,16943.57,104526.01275000018,3227141,16935.43
2023-01-08 00:00:00,BTC,USDT,BINANCE,16943.83,17176.99,16911.0,17127.83,135155.89694999997,4036092,16957.43
2023-01-09 00:00:00,BTC,USDT,BINANCE,17127.83,17398.8,17104.66,17178.26,266211.30303000007,6327647,17242.9
2023-01-10 00:00:00,BTC,USDT,BINANCE,17179.04,17499.0,17146.34,17440.66,221382.43245000034,5448757,17296.92
2023-01-11 00:00:00,BTC,USDT,BINANCE,17440.64,18000.0,17315.6,17943.26,262221.61723999976,5627471,17492.61
2023-01-12 00:00:00,BTC,USDT,BINANCE,17943.26,19117.04,17892.05,18846.62,454568.32841999916,8911377,18365.35
2023-01-13 00:00:00,BTC,USDT,BINANCE,18846.62,20000.0,18714.12,19930.01,368615.8895099995,8021778,19156.99
2023-01-14 00:00:00,BTC,USDT,BINANCE,19930.01,21258.0,19888.05,20954.92,393913.7670600003,8659556,20773.68
2023-01-15 00:00:00,BTC,USDT,BINANCE,20952.76,21050.74,20551.01,20871.5,178541.96757000004,5194346,20782.16
2023-01-16 00:00:00,BTC,USDT,BINANCE,20872.99,21474.05,20611.48,21185.65,293078.09231000004,6856440,21047.25
2023-01-17 00:00:00,BTC,USDT,BINANCE,21185.65,21299.04,20841.31,21121.76,42989.21940000002,1113913,21088.19
2023-01-18 00:00:00,BTC,USDT,BINANCE,21304.78,21305.39,20624.02,20677.47,94929.96172999992,1968065,20869.38
2023-01-19 00:00:00,BTC,USDT,BINANCE,20677.47,21192.0,20659.19,21071.59,251383.88413000002,5819880,20856.48
2023-01-20 00:00:00,BTC,USDT,BINANCE,21071.59,22755.93,20861.28,22667.21,338079.1408399999,7382438,21462.94
2023-01-21 00:00:00,BTC,USDT,BINANCE,22666.0,23371.8,22422.0,22783.55,346445.4843200005,7796520,22914.77
2023-01-22 00:00:00,BTC,USDT,BINANCE,22783.35,23078.71,22292.37,22707.88,253577.75285999954,6603827,22776.29
2023-01-23 00:00:00,BTC,USDT,BINANCE,22706.02,23180.0,22500.0,22916.45,293588.54777,7258653,22835.68
2023-01-24 00:00:00,BTC,USDT,BINANCE,22917.81,23162.2,22462.93,22632.89,293158.8281899999,7395596,22927.87
2023-01-25 00:00:00,BTC,USDT,BINANCE,22631.94,23816.73,22300.0,23060.94,344649.87453999993,8031443,22758.85
2023-01-26 00:00:00,BTC,USDT,BINANCE,23060.42,23282.47,22850.01,23009.65,288924.6147800005,7181103,23066.93
2023-01-27 00:00:00,BTC,USDT,BINANCE,23009.65,23500.0,22534.88,23074.16,280833.43009000027,7079044,23009.22
2023-01-28 00:00:00,BTC,USDT,BINANCE,23074.16,23189.0,22878.46,23022.6,148115.7108499998,4181816,23015.92
2023-01-29 00:00:00,BTC,USDT,BINANCE,23021.4,23960.54,22967.76,23742.3,295688.79204000026,7030837,23476.27
2023-01-30 00:00:00,BTC,USDT,BINANCE,23743.37,23800.51,22500.0,22826.15,302405.9012100002,7790224,23216.32
2023-01-31 00:00:00,BTC,USDT,BINANCE,22827.38,23320.0,22714.77,23125.13,264649.32494000025,6798411,22987.97
2023-02-01 00:00:00,BTC,USDT,BINANCE,23125.13,23812.66,22760.23,23732.66,311239.1135499999,7875747,23206.98
2023-02-02 00:00:00,BTC,USDT,BINANCE,23731.41,24255.0,23363.27,23488.94,364177.20843999967,9102301,23817.44
2023-02-03 00:00:00,BTC,USDT,BINANCE,23489.33,23715.7,23204.62,23431.9,332570.74662000034,8007820,23473.28
2023-02-04 00:00:00,BTC,USDT,BINANCE,23431.9,23587.78,23253.96,23326.84,166126.47295000023,4852404,23396.69
2023-02-05 00:00:00,BTC,USDT,BINANCE,23327.66,23433.33,22743.0,22932.91,209251.21423999994,5903909,23142.07
2023-02-06 00:00:00,BTC,USDT,BINANCE,22932.91,23158.25,22628.13,22762.52,265371.60757999995,6956396,22896.54
2023-02-07 00:00:00,BTC,USDT,BINANCE,22762.52,23350.25,22745.78,23240.46,308006.6197500001,8293873,23005.57
2023-02-08 00:00:00,BTC,USDT,BINANCE,23242.42,23452.0,22665.85,22963.0,280056.30717000033,7896433,23058.46
2023-02-09 00:00:00,BTC,USDT,BINANCE,22961.85,23011.39,21688.0,21796.35,403140.5740999999,9791253,22469.38
2023-02-10 00:00:00,BTC,USDT,BINANCE,21797.83,21938.16,21451.0,21625.19,338591.95010999945,6993681,21765.06
2023-02-11 00:00:00,BTC,USDT,BINANCE,21625.19,21906.32,21599.78,21862.55,177021.58433000004,4207940,21703.61
2023-02-12 00:00:00,BTC,USDT,BINANCE,21862.02,22090.0,21630.0,21783.54,204435.65162999992,4561903,21864.35
2023-02-13 00:00:00,BTC,USDT,BINANCE,21782.37,21894.99,21351.07,21773.97,295730.7437500003,6503607,21657.72
2023-02-14 00:00:00,BTC,USDT,BINANCE,21774.63,22319.08,21532.77,22199.84,363308.9295399999,7721968,21932.03
2023-02-15 00:00:00,BTC,USDT,BINANCE,22199.84,24380.0,22047.28,24324.05,375664.2427999999,8335425,22904.05
2023-02-16 00:00:00,BTC,USDT,BINANCE,24322.87,25250.0,23505.25,23517.72,450645.50810999965,11016507,24606.19
2023-02-17 00:00:00,BTC,USDT,BINANCE,23517.72,25021.11,23339.37,24569.97,496813.82539000013,10895065,24090.36
2023-02-18 00:00:00,BTC,USDT,BINANCE,24568.24,24877.0,24430.0,24631.95,216917.25213,6296097,24617.28
2023-02-19 00:00:00,BTC,USDT,BINANCE,24632.05,25192.0,24192.57,24271.76,301344.4059700005,7678061,24662.45
2023-02-20 00:00:00,BTC,USDT,BINANCE,24272.51,25121.23,23840.83,24842.2,346938.5941699996,9808746,24676.4
2023-02-21 00:00:00,BTC,USDT,BINANCE,24843.89,25250.0,24148.34,24452.16,376000.7869999995,10712368,24683.43
2023-02-22 00:00:00,BTC,USDT,BINANCE,24450.67,24476.05,23574.69,24182.21,379425.7651800001,11395961,23988.19
2023-02-23 00:00:00,BTC,USDT,BINANCE,24182.21,24599.59,23608.0,23940.2,398398.8409700006,11396825,24086.29
2023-02-24 00:00:00,BTC,USDT,BINANCE,23940.2,24132.35,22841.19,23185.29,343582.59809999994,11531432,23538.48
2023-02-25 00:00:00,BTC,USDT,BINANCE,23184.04,23219.13,22722.0,23157.07,191311.81009999992,9124568,23032.02
2023-02-26 00:00:00,BTC,USDT,BINANCE,23157.07,23689.99,23059.18,23554.85,202323.7362300001,9506015,23309.89
2023-02-27 00:00:00,BTC,USDT,BINANCE,23554.85,23897.99,23106.77,23492.09,283705.13838000013,11754181,23474.06
2023-02-28 00:00:00,BTC,USDT,BINANCE,23492.09,23600.0,23020.97,23141.57,255132.3083100001,9089382,23367.46
2023-03-01 00:00:00,BTC,USDT,BINANCE,23141.57,24000.0,23020.03,23628.97,315287.58440999984,9390500,23602.52
2023-03-02 00:00:00,BTC,USDT,BINANCE,23629.76,23796.93,23195.9,23465.32,239315.41386,7435803,23415.92
2023-03-03 00:00:00,BTC,USDT,BINANCE,23465.32,23476.95,21971.13,22354.34,319954.19784999965,8214639,22400.81
2023-03-04 00:00:00,BTC,USDT,BINANCE,22354.34,22410.0,22157.08,22346.57,121257.38131999985,4169260,22319.79
2023-03-05 00:00:00,BTC,USDT,BINANCE,22346.57,22662.09,22189.22,22430.24,154841.7562400001,4835976,22429.45
2023-03-06 00:00:00,BTC,USDT,BINANCE,22430.24,22602.19,22258.0,22410.0,203751.83866999962,6471284,22424.6
2023-03-07 00:00:00,BTC,USDT,BINANCE,22409.41,22557.91,21927.0,22197.96,292876.8630500002,7822699,22280.83
